,location,event,timestamp
4239,Road 3,car,2022-02-12 06:56:55
4240,Road 1,car,2022-02-12 22:57:24
4241,Road 3,cow,2022-02-12 01:32:24
4242,Road 2,car,2022-02-12 22:51:56
4243,Road 1,cow,2022-02-12 12:23:14
4244,Road 1,person,2022-02-12 14:52:05
4245,Road 3,dog,2022-02-12 17:35:59
4246,Road 3,car,2022-02-12 15:32:32
4247,Road 2,person,2022-02-12 14:34:17
4248,Road 1,car,2022-02-12 17:26:23
4249,Road 3,car,2022-02-12 10:24:16
4250,Road 3,car,2022-02-12 02:43:52
4251,Road 3,person,2022-02-12 23:52:30
4252,Road 2,dog,2022-02-12 00:52:03
4253,Road 3,dog,2022-02-12 00:53:23
4254,Road 3,car,2022-02-12 01:08:03
4255,Road 2,dog,2022-02-12 20:50:30
4256,Road 2,cow,2022-02-12 00:07:49
4257,Road 2,car,2022-02-12 19:06:54
4258,Road 3,car,2022-02-12 05:24:28
4259,Road 2,cow,2022-02-12 16:34:09
4260,Road 3,cow,2022-02-12 12:04:27
4261,Road 2,cow,2022-02-12 17:40:07
4262,Road 1,cow,2022-02-12 12:01:08
4263,Road 3,cow,2022-02-12 16:32:08
4264,Road 2,cow,2022-02-12 08:32:24
4265,Road 3,cow,2022-02-12 14:07:13
4266,Road 3,cow,2022-02-12 05:02:14
4267,Road 3,car,2022-02-12 19:23:01
4268,Road 3,person,2022-02-12 19:36:53
4269,Road 3,car,2022-02-12 08:26:48
4270,Road 1,car,2022-02-12 23:34:50
4271,Road 1,person,2022-02-12 00:12:52
4272,Road 3,cow,2022-02-12 15:30:46
4273,Road 2,cow,2022-02-12 20:10:16
4274,Road 3,cow,2022-02-12 06:41:55
4275,Road 2,person,2022-02-12 11:06:03
4276,Road 1,car,2022-02-12 14:38:14
4277,Road 3,car,2022-02-12 07:57:03
4278,Road 3,car,2022-02-12 08:44:51
4279,Road 1,car,2022-02-12 03:50:34
4280,Road 1,dog,2022-02-12 07:56:28
4281,Road 1,car,2022-02-12 16:07:58
4282,Road 2,person,2022-02-12 16:01:24
4283,Road 3,person,2022-02-12 18:08:57
4284,Road 3,person,2022-02-12 20:42:07
4285,Road 2,person,2022-02-12 13:11:10
4286,Road 3,car,2022-02-12 06:24:20
4287,Road 1,cow,2022-02-12 08:09:49
4288,Road 3,person,2022-02-12 22:09:25
4289,Road 2,car,2022-02-12 16:04:05
4290,Road 2,person,2022-02-12 13:24:20
4291,Road 2,cow,2022-02-12 17:42:08
4292,Road 2,person,2022-02-12 11:15:17
4293,Road 2,dog,2022-02-12 04:18:10
4294,Road 3,car,2022-02-12 09:02:00
4295,Road 2,person,2022-02-12 05:42:57
4296,Road 3,person,2022-02-12 19:33:13
4297,Road 1,dog,2022-02-12 11:45:36
4298,Road 3,cow,2022-02-12 01:58:36
4299,Road 2,person,2022-02-12 07:48:01
4300,Road 2,car,2022-02-13 11:19:38
4301,Road 1,dog,2022-02-13 15:52:14
4302,Road 1,car,2022-02-13 08:26:27
4303,Road 1,car,2022-02-13 18:34:01
4304,Road 1,car,2022-02-13 23:54:50
4305,Road 2,car,2022-02-13 12:14:51
4306,Road 3,car,2022-02-13 20:42:21
4307,Road 1,person,2022-02-13 22:36:51
4308,Road 1,car,2022-02-13 15:48:49
4309,Road 3,car,2022-02-13 08:42:13
4310,Road 3,person,2022-02-13 01:31:05
4311,Road 2,car,2022-02-13 10:55:29
4312,Road 2,car,2022-02-13 08:41:14
4313,Road 3,car,2022-02-13 18:36:41
4314,Road 1,person,2022-02-13 06:24:23
4315,Road 1,car,2022-02-13 09:40:24
4316,Road 2,cow,2022-02-13 08:17:26
4317,Road 3,person,2022-02-13 13:08:06
4318,Road 1,car,2022-02-13 00:49:27
4319,Road 3,car,2022-02-13 15:52:49
4320,Road 2,person,2022-02-13 01:10:34
4321,Road 3,cow,2022-02-13 07:32:56
4322,Road 2,cow,2022-02-13 18:11:00
4323,Road 3,car,2022-02-13 07:04:36
4324,Road 2,cow,2022-02-13 15:35:57
4325,Road 3,car,2022-02-13 21:21:46
4326,Road 2,person,2022-02-13 04:31:58
4327,Road 3,cow,2022-02-13 20:31:10
4328,Road 2,cow,2022-02-13 11:36:56
4329,Road 1,car,2022-02-13 03:51:55
4330,Road 1,car,2022-02-13 10:31:47
4331,Road 1,cow,2022-02-13 19:46:20
4332,Road 2,car,2022-02-13 03:37:33
4333,Road 2,cow,2022-02-13 09:31:15
4334,Road 2,person,2022-02-13 10:08:39
4335,Road 1,cow,2022-02-13 01:42:57
4336,Road 2,cow,2022-02-13 00:15:18
4337,Road 2,cow,2022-02-13 21:05:22
4338,Road 3,person,2022-02-13 09:07:50
4339,Road 3,dog,2022-02-13 18:24:08
4340,Road 2,cow,2022-02-13 14:55:26
4341,Road 3,cow,2022-02-13 17:25:58
4342,Road 3,car,2022-02-13 22:39:05
4343,Road 3,person,2022-02-13 11:57:21
4344,Road 3,dog,2022-02-13 04:23:51
4345,Road 3,dog,2022-02-13 19:34:41
4346,Road 3,person,2022-02-13 15:41:20
4347,Road 1,person,2022-02-13 03:42:04
4348,Road 2,dog,2022-02-13 23:58:54
4349,Road 1,car,2022-02-13 16:12:16
4350,Road 2,dog,2022-02-13 12:05:26
4351,Road 3,car,2022-02-13 05:10:39
4352,Road 1,cow,2022-02-13 11:55:19
4353,Road 2,cow,2022-02-13 14:36:08
4354,Road 3,cow,2022-02-13 06:13:22
4355,Road 2,person,2022-02-13 23:03:57
4356,Road 1,car,2022-02-13 16:16:34
4357,Road 2,dog,2022-02-13 13:00:34
4358,Road 3,car,2022-02-13 07:14:18
4359,Road 3,person,2022-02-13 09:35:46
4360,Road 1,car,2022-02-13 20:19:02
4361,Road 2,car,2022-02-13 12:01:39
4362,Road 3,car,2022-02-13 00:42:34
4363,Road 1,car,2022-02-13 07:21:01
4364,Road 3,cow,2022-02-13 18:36:54
4365,Road 3,person,2022-02-13 02:06:17
4366,Road 3,person,2022-02-13 00:46:10
4367,Road 3,car,2022-02-13 15:56:12
4368,Road 3,car,2022-02-13 09:16:02
4369,Road 3,cow,2022-02-13 21:34:51
4370,Road 1,car,2022-02-13 11:41:48
4371,Road 2,car,2022-02-13 10:11:40
4372,Road 1,person,2022-02-13 08:24:47
4373,Road 3,car,2022-02-13 15:55:23
4374,Road 1,person,2022-02-13 03:21:45
4375,Road 2,cow,2022-02-13 03:22:58
4376,Road 3,car,2022-02-13 21:51:11
4377,Road 1,cow,2022-02-13 05:33:07
4378,Road 1,person,2022-02-13 12:20:08
4379,Road 1,dog,2022-02-13 11:30:44
4380,Road 2,person,2022-02-13 01:34:06
4381,Road 1,dog,2022-02-13 18:09:19
4382,Road 3,person,2022-02-13 00:32:03
4383,Road 3,person,2022-02-13 21:33:30
4384,Road 2,car,2022-02-13 00:42:12
4385,Road 2,cow,2022-02-13 12:32:55
4386,Road 1,car,2022-02-13 19:22:49
4387,Road 2,dog,2022-02-13 16:12:49
4388,Road 3,car,2022-02-13 04:57:13
4389,Road 2,person,2022-02-13 00:30:55
4390,Road 2,dog,2022-02-13 03:23:05
4391,Road 3,person,2022-02-13 19:57:11
4392,Road 2,cow,2022-02-13 22:32:12
4393,Road 3,person,2022-02-13 16:05:25
4394,Road 3,cow,2022-02-13 20:12:59
4395,Road 3,person,2022-02-13 20:22:02
4396,Road 1,car,2022-02-13 22:19:30
4397,Road 2,cow,2022-02-13 03:49:54
4398,Road 2,dog,2022-02-13 17:36:11
4399,Road 2,car,2022-02-13 12:29:51
4400,Road 1,cow,2022-02-14 22:08:49
4401,Road 1,car,2022-02-14 01:20:04
4402,Road 3,car,2022-02-14 17:45:10
4403,Road 2,person,2022-02-14 16:13:36
4404,Road 3,car,2022-02-14 15:49:56
4405,Road 3,person,2022-02-14 20:44:13
4406,Road 3,car,2022-02-14 09:00:59
4407,Road 3,person,2022-02-14 07:56:30
4408,Road 3,car,2022-02-14 22:43:23
4409,Road 2,cow,2022-02-14 01:37:13
4410,Road 3,cow,2022-02-14 20:49:18
4411,Road 2,cow,2022-02-14 04:52:40
4412,Road 2,person,2022-02-14 08:47:33
4413,Road 2,car,2022-02-14 19:52:56
4414,Road 2,cow,2022-02-14 19:33:40
4415,Road 3,person,2022-02-14 19:44:23
4416,Road 2,person,2022-02-14 06:14:18
4417,Road 3,person,2022-02-14 07:27:35
4418,Road 3,dog,2022-02-14 04:12:04
4419,Road 2,car,2022-02-14 18:43:11
4420,Road 2,car,2022-02-14 13:32:18
4421,Road 3,cow,2022-02-14 15:36:15
4422,Road 3,person,2022-02-14 20:27:35
4423,Road 3,cow,2022-02-14 16:37:31
4424,Road 3,person,2022-02-14 18:00:30
4425,Road 1,person,2022-02-14 21:18:56
4426,Road 1,dog,2022-02-14 14:56:28
4427,Road 3,car,2022-02-14 17:47:53
4428,Road 2,cow,2022-02-14 17:23:51
4429,Road 3,car,2022-02-14 00:57:20
4430,Road 1,car,2022-02-14 04:39:23
4431,Road 3,cow,2022-02-14 05:40:20
4432,Road 2,car,2022-02-14 14:31:09
4433,Road 1,car,2022-02-14 10:54:17
4434,Road 3,person,2022-02-14 03:27:30
4435,Road 2,car,2022-02-14 05:16:02
4436,Road 3,car,2022-02-14 07:33:02
4437,Road 3,cow,2022-02-14 11:04:57
4438,Road 2,car,2022-02-14 23:27:08
4439,Road 3,car,2022-02-14 09:44:54
4440,Road 3,person,2022-02-14 17:49:10
4441,Road 1,car,2022-02-14 01:44:13
4442,Road 3,car,2022-02-14 17:00:25
4443,Road 3,person,2022-02-14 21:22:41
4444,Road 3,person,2022-02-14 20:30:18
4445,Road 2,person,2022-02-14 20:17:46
4446,Road 1,person,2022-02-14 13:37:43
4447,Road 2,person,2022-02-14 14:03:14
4448,Road 3,person,2022-02-14 11:46:03
4449,Road 3,car,2022-02-14 17:50:06
4450,Road 3,car,2022-02-14 00:24:00
4451,Road 3,person,2022-02-14 15:05:40
4452,Road 3,car,2022-02-14 11:00:16
4453,Road 3,person,2022-02-14 15:02:02
4454,Road 3,car,2022-02-14 08:59:54
4455,Road 2,person,2022-02-14 12:25:52
4456,Road 3,dog,2022-02-14 07:05:16
4457,Road 1,person,2022-02-14 22:08:00
4458,Road 3,car,2022-02-14 08:00:36
4459,Road 2,cow,2022-02-14 20:29:05
4460,Road 3,dog,2022-02-14 08:46:03
4461,Road 3,car,2022-02-14 04:08:46
4462,Road 2,person,2022-02-14 03:54:00
4463,Road 3,person,2022-02-14 18:10:48
4464,Road 3,car,2022-02-14 19:04:43
4465,Road 1,cow,2022-02-14 08:37:26
4466,Road 2,person,2022-02-14 08:13:58
4467,Road 3,cow,2022-02-14 07:09:00
4468,Road 3,car,2022-02-14 15:06:26
4469,Road 2,car,2022-02-14 09:54:32
4470,Road 2,person,2022-02-14 08:21:42
4471,Road 2,person,2022-02-14 01:39:12
4472,Road 1,cow,2022-02-14 19:37:59
4473,Road 1,car,2022-02-14 08:51:53
4474,Road 2,person,2022-02-14 00:25:40
4475,Road 2,car,2022-02-14 22:02:30
4476,Road 3,cow,2022-02-14 20:59:52
4477,Road 3,car,2022-02-14 07:33:23
4478,Road 2,person,2022-02-14 14:56:14
4479,Road 1,car,2022-02-14 04:03:08
4480,Road 1,cow,2022-02-14 04:04:14
4481,Road 2,car,2022-02-14 07:59:10
4482,Road 2,cow,2022-02-14 06:53:13
4483,Road 2,person,2022-02-14 07:40:15
4484,Road 3,cow,2022-02-14 00:55:17
4485,Road 3,person,2022-02-14 17:50:44
4486,Road 3,person,2022-02-14 11:00:02
4487,Road 1,cow,2022-02-14 02:30:07
4488,Road 3,person,2022-02-14 23:33:18
4489,Road 3,person,2022-02-14 20:46:15
4490,Road 3,person,2022-02-14 17:51:27
4491,Road 3,person,2022-02-14 03:48:08
4492,Road 2,cow,2022-02-14 02:35:19
4493,Road 1,cow,2022-02-14 17:31:40
4494,Road 3,person,2022-02-14 22:25:51
4495,Road 2,person,2022-02-14 11:31:33
4496,Road 1,car,2022-02-14 23:29:25
4497,Road 3,car,2022-02-14 02:11:39
4498,Road 2,cow,2022-02-14 02:49:10
4499,Road 1,car,2022-02-14 18:51:34
4500,Road 3,car,2022-02-15 19:57:59
4501,Road 2,car,2022-02-15 15:19:46
4502,Road 2,cow,2022-02-15 05:37:48
4503,Road 2,person,2022-02-15 03:30:13
4504,Road 1,car,2022-02-15 12:04:05
4505,Road 3,person,2022-02-15 01:04:30
4506,Road 3,car,2022-02-15 08:12:59
4507,Road 1,dog,2022-02-15 08:19:10
4508,Road 3,person,2022-02-15 21:52:51
4509,Road 1,car,2022-02-15 21:07:04
4510,Road 2,cow,2022-02-15 23:45:54
4511,Road 3,dog,2022-02-15 06:18:08
4512,Road 1,car,2022-02-15 16:52:58
4513,Road 3,dog,2022-02-15 12:33:17
4514,Road 2,car,2022-02-15 20:34:59
4515,Road 1,person,2022-02-15 21:55:35
4516,Road 3,car,2022-02-15 22:50:04
4517,Road 3,cow,2022-02-15 11:26:04
4518,Road 1,car,2022-02-15 12:19:42
4519,Road 2,cow,2022-02-15 18:25:57
4520,Road 3,cow,2022-02-15 04:28:32
4521,Road 3,car,2022-02-15 14:43:45
4522,Road 2,person,2022-02-15 04:22:01
4523,Road 3,car,2022-02-15 19:08:00
4524,Road 3,cow,2022-02-15 18:12:56
4525,Road 2,cow,2022-02-15 19:04:42
4526,Road 3,dog,2022-02-15 05:49:46
4527,Road 2,dog,2022-02-15 09:04:39
4528,Road 2,car,2022-02-15 06:08:19
4529,Road 1,cow,2022-02-15 14:56:13
4530,Road 3,car,2022-02-15 00:43:27
4531,Road 1,car,2022-02-15 23:30:59
4532,Road 3,person,2022-02-15 04:23:28
4533,Road 3,person,2022-02-15 04:36:38
4534,Road 3,person,2022-02-15 13:49:32
4535,Road 3,person,2022-02-15 19:19:13
4536,Road 3,car,2022-02-15 13:58:57
4537,Road 3,car,2022-02-15 14:11:41
4538,Road 2,cow,2022-02-15 12:35:07
4539,Road 2,dog,2022-02-15 18:57:19
4540,Road 3,car,2022-02-15 21:43:22
4541,Road 2,dog,2022-02-15 02:46:39
4542,Road 2,person,2022-02-15 16:15:53
4543,Road 1,person,2022-02-15 03:55:35
4544,Road 3,person,2022-02-15 08:34:40
4545,Road 3,car,2022-02-15 20:34:34
4546,Road 2,person,2022-02-15 02:51:55
4547,Road 1,person,2022-02-15 09:59:04
4548,Road 2,car,2022-02-15 11:13:47
4549,Road 3,car,2022-02-15 05:46:38
4550,Road 2,car,2022-02-15 19:45:45
4551,Road 3,person,2022-02-15 02:55:57
4552,Road 3,cow,2022-02-15 19:54:02
4553,Road 3,car,2022-02-15 20:37:34
4554,Road 3,person,2022-02-15 10:54:34
4555,Road 2,cow,2022-02-15 22:12:48
4556,Road 3,car,2022-02-15 13:09:01
4557,Road 1,car,2022-02-15 13:40:18
4558,Road 2,car,2022-02-15 11:07:59
4559,Road 2,person,2022-02-15 09:23:09
4560,Road 2,cow,2022-02-15 17:29:21
4561,Road 3,cow,2022-02-15 19:49:34
4562,Road 3,car,2022-02-15 02:37:42
4563,Road 2,car,2022-02-15 05:38:53
4564,Road 3,dog,2022-02-15 17:16:29
4565,Road 3,cow,2022-02-15 16:11:48
4566,Road 2,car,2022-02-15 03:20:39
4567,Road 3,cow,2022-02-15 12:59:14
4568,Road 1,car,2022-02-15 22:27:45
4569,Road 3,person,2022-02-15 04:01:49
4570,Road 3,car,2022-02-15 17:59:58
4571,Road 3,cow,2022-02-15 00:59:16
4572,Road 3,dog,2022-02-15 07:58:29
4573,Road 3,car,2022-02-15 09:52:55
4574,Road 2,car,2022-02-15 07:39:11
4575,Road 3,cow,2022-02-15 22:01:36
4576,Road 1,cow,2022-02-15 20:47:36
4577,Road 1,cow,2022-02-15 22:50:08
4578,Road 2,person,2022-02-15 11:02:04
4579,Road 3,dog,2022-02-15 09:44:01
4580,Road 1,person,2022-02-15 12:55:47
4581,Road 2,person,2022-02-15 14:04:32
4582,Road 2,car,2022-02-15 00:02:40
4583,Road 3,cow,2022-02-15 06:36:11
4584,Road 3,person,2022-02-15 20:54:47
4585,Road 3,person,2022-02-15 01:41:35
4586,Road 1,car,2022-02-15 04:29:41
4587,Road 1,car,2022-02-15 08:59:58
4588,Road 3,car,2022-02-15 08:09:03
4589,Road 3,cow,2022-02-15 09:54:27
4590,Road 3,dog,2022-02-15 05:00:15
4591,Road 2,car,2022-02-15 18:20:33
4592,Road 2,person,2022-02-15 21:20:33
4593,Road 3,car,2022-02-15 11:13:13
4594,Road 2,cow,2022-02-15 12:40:30
4595,Road 1,car,2022-02-15 04:26:43
4596,Road 2,car,2022-02-15 06:40:46
4597,Road 1,car,2022-02-15 20:02:42
4598,Road 3,person,2022-02-15 20:23:17
4599,Road 1,person,2022-02-15 21:00:40
4600,Road 1,cow,2022-02-16 05:06:42
4601,Road 3,car,2022-02-16 13:19:49
4602,Road 3,car,2022-02-16 17:48:09
4603,Road 2,car,2022-02-16 15:58:19
4604,Road 3,car,2022-02-16 17:23:17
4605,Road 2,person,2022-02-16 14:46:41
4606,Road 2,car,2022-02-16 00:30:59
4607,Road 2,person,2022-02-16 14:26:29
4608,Road 2,person,2022-02-16 18:07:42
4609,Road 2,cow,2022-02-16 12:15:13
4610,Road 3,car,2022-02-16 13:48:43
4611,Road 3,cow,2022-02-16 01:34:22
4612,Road 3,cow,2022-02-16 22:48:44
4613,Road 3,person,2022-02-16 12:17:20
4614,Road 3,car,2022-02-16 15:32:35
4615,Road 2,person,2022-02-16 09:04:23
4616,Road 1,cow,2022-02-16 10:23:44
4617,Road 3,car,2022-02-16 00:14:16
4618,Road 3,person,2022-02-16 07:56:08
4619,Road 2,cow,2022-02-16 09:23:05
4620,Road 2,car,2022-02-16 19:17:34
4621,Road 2,person,2022-02-16 11:08:56
4622,Road 2,dog,2022-02-16 20:59:44
4623,Road 2,person,2022-02-16 02:17:16
4624,Road 3,dog,2022-02-16 05:43:16
4625,Road 3,cow,2022-02-16 07:54:44
4626,Road 3,car,2022-02-16 07:03:20
4627,Road 3,car,2022-02-16 11:03:44
4628,Road 2,car,2022-02-16 05:28:25
4629,Road 2,car,2022-02-16 11:02:42
4630,Road 3,cow,2022-02-16 14:11:55
4631,Road 2,person,2022-02-16 10:09:27
4632,Road 2,person,2022-02-16 04:36:40
4633,Road 3,car,2022-02-16 23:44:21
4634,Road 3,cow,2022-02-16 11:46:39
4635,Road 3,person,2022-02-16 09:36:56
4636,Road 3,car,2022-02-16 02:55:05
4637,Road 3,cow,2022-02-16 00:17:35
4638,Road 3,person,2022-02-16 08:51:31
4639,Road 3,cow,2022-02-16 14:28:46
4640,Road 2,person,2022-02-16 10:14:05
4641,Road 3,person,2022-02-16 14:37:26
4642,Road 2,person,2022-02-16 13:24:27
4643,Road 3,car,2022-02-16 08:42:45
4644,Road 1,person,2022-02-16 10:21:57
4645,Road 3,car,2022-02-16 20:55:02
4646,Road 3,person,2022-02-16 21:54:07
4647,Road 2,cow,2022-02-16 04:04:19
4648,Road 2,person,2022-02-16 06:29:50
4649,Road 3,car,2022-02-16 20:25:33
4650,Road 3,dog,2022-02-16 15:13:08
4651,Road 2,cow,2022-02-16 12:44:04
4652,Road 1,dog,2022-02-16 17:48:28
4653,Road 2,car,2022-02-16 00:11:28
4654,Road 3,car,2022-02-16 17:28:01
4655,Road 3,car,2022-02-16 00:13:30
4656,Road 3,car,2022-02-16 10:07:30
4657,Road 2,car,2022-02-16 21:14:02
4658,Road 2,car,2022-02-16 12:11:46
4659,Road 1,car,2022-02-16 23:50:21
4660,Road 3,car,2022-02-16 19:35:21
4661,Road 3,dog,2022-02-16 11:22:34
4662,Road 2,person,2022-02-16 01:21:53
4663,Road 3,cow,2022-02-16 18:23:26
4664,Road 2,car,2022-02-16 18:22:50
4665,Road 2,car,2022-02-16 11:43:45
4666,Road 3,person,2022-02-16 09:28:24
4667,Road 1,person,2022-02-16 19:30:25
4668,Road 3,car,2022-02-16 04:41:01
4669,Road 3,cow,2022-02-16 16:10:38
4670,Road 1,person,2022-02-16 14:48:28
4671,Road 3,car,2022-02-16 02:55:55
4672,Road 3,cow,2022-02-16 02:58:05
4673,Road 2,car,2022-02-16 19:44:33
4674,Road 3,dog,2022-02-16 19:01:33
4675,Road 1,car,2022-02-16 17:18:33
4676,Road 2,car,2022-02-16 01:43:15
4677,Road 1,cow,2022-02-16 04:34:42
4678,Road 3,dog,2022-02-16 03:27:37
4679,Road 3,cow,2022-02-16 15:10:48
4680,Road 3,car,2022-02-16 20:33:19
4681,Road 3,car,2022-02-16 16:23:51
4682,Road 3,person,2022-02-16 02:16:22
4683,Road 1,car,2022-02-16 23:40:23
4684,Road 2,person,2022-02-16 04:25:55
4685,Road 3,cow,2022-02-16 18:11:27
4686,Road 2,car,2022-02-16 21:28:59
4687,Road 3,cow,2022-02-16 14:54:02
4688,Road 2,cow,2022-02-16 11:06:16
4689,Road 3,car,2022-02-16 23:03:52
4690,Road 3,cow,2022-02-16 03:28:12
4691,Road 3,car,2022-02-16 12:34:05
4692,Road 2,car,2022-02-16 17:51:43
4693,Road 2,car,2022-02-16 04:21:25
4694,Road 3,cow,2022-02-16 01:25:50
4695,Road 3,car,2022-02-16 20:21:15
4696,Road 2,cow,2022-02-16 04:52:24
4697,Road 3,car,2022-02-16 01:18:54
4698,Road 3,cow,2022-02-16 23:55:56
4699,Road 3,car,2022-02-16 01:19:11
4700,Road 3,dog,2022-02-17 08:58:51
4701,Road 3,dog,2022-02-17 20:58:30
4702,Road 3,cow,2022-02-17 06:16:59
4703,Road 3,cow,2022-02-17 15:43:16
4704,Road 3,car,2022-02-17 19:11:27
4705,Road 2,cow,2022-02-17 14:00:25
4706,Road 2,person,2022-02-17 06:52:39
4707,Road 3,cow,2022-02-17 17:25:26
4708,Road 3,car,2022-02-17 00:03:06
4709,Road 3,car,2022-02-17 09:38:59
4710,Road 2,car,2022-02-17 21:21:25
4711,Road 2,car,2022-02-17 02:28:25
4712,Road 1,car,2022-02-17 04:27:44
4713,Road 2,car,2022-02-17 08:24:30
4714,Road 3,person,2022-02-17 16:10:43
4715,Road 3,cow,2022-02-17 19:31:22
4716,Road 3,car,2022-02-17 05:03:38
4717,Road 3,car,2022-02-17 21:54:02
4718,Road 3,dog,2022-02-17 07:43:31
4719,Road 3,dog,2022-02-17 03:46:42
4720,Road 2,car,2022-02-17 06:59:19
4721,Road 3,person,2022-02-17 16:29:19
4722,Road 3,car,2022-02-17 03:25:40
4723,Road 3,car,2022-02-17 01:37:18
4724,Road 2,car,2022-02-17 09:10:25
4725,Road 3,person,2022-02-17 01:38:20
4726,Road 2,car,2022-02-17 12:49:13
4727,Road 3,dog,2022-02-17 18:14:33
4728,Road 1,person,2022-02-17 20:59:17
4729,Road 3,person,2022-02-17 20:59:42
4730,Road 2,person,2022-02-17 15:26:32
4731,Road 3,car,2022-02-17 00:45:06
4732,Road 1,cow,2022-02-17 22:09:44
4733,Road 1,person,2022-02-17 01:42:00
4734,Road 3,person,2022-02-17 10:24:03
4735,Road 2,person,2022-02-17 14:40:25
4736,Road 2,car,2022-02-17 03:21:20
4737,Road 2,car,2022-02-17 10:43:39
4738,Road 2,person,2022-02-17 23:41:56
4739,Road 2,car,2022-02-17 00:41:45
4740,Road 2,dog,2022-02-17 23:07:04
4741,Road 3,cow,2022-02-17 23:36:58
4742,Road 2,dog,2022-02-17 11:11:21
4743,Road 2,cow,2022-02-17 08:50:59
4744,Road 3,dog,2022-02-17 06:59:41
4745,Road 3,car,2022-02-17 06:20:44
4746,Road 1,cow,2022-02-17 09:54:37
4747,Road 2,car,2022-02-17 18:44:17
4748,Road 1,car,2022-02-17 11:14:57
4749,Road 2,cow,2022-02-17 11:24:47
4750,Road 3,dog,2022-02-17 10:42:09
4751,Road 3,person,2022-02-17 20:20:16
4752,Road 1,car,2022-02-17 16:09:03
4753,Road 3,cow,2022-02-17 13:50:30
4754,Road 1,car,2022-02-17 17:03:24
4755,Road 3,person,2022-02-17 22:00:04
4756,Road 3,car,2022-02-17 13:57:01
4757,Road 3,dog,2022-02-17 03:52:36
4758,Road 1,car,2022-02-17 14:10:24
4759,Road 3,person,2022-02-17 13:25:54
4760,Road 3,person,2022-02-17 05:18:37
4761,Road 3,cow,2022-02-17 23:28:09
4762,Road 3,car,2022-02-17 20:23:21
4763,Road 3,car,2022-02-17 18:19:34
4764,Road 3,person,2022-02-17 18:30:34
4765,Road 3,cow,2022-02-17 11:58:03
4766,Road 2,person,2022-02-17 04:10:33
4767,Road 2,person,2022-02-17 09:20:53
4768,Road 3,cow,2022-02-17 06:48:13
4769,Road 2,car,2022-02-17 21:15:18
4770,Road 2,car,2022-02-17 01:38:29
4771,Road 3,car,2022-02-17 21:08:44
4772,Road 3,person,2022-02-17 02:59:27
4773,Road 3,car,2022-02-17 17:37:53
4774,Road 1,car,2022-02-17 07:07:17
4775,Road 3,dog,2022-02-17 10:14:19
4776,Road 2,car,2022-02-17 06:08:51
4777,Road 3,cow,2022-02-17 09:37:27
4778,Road 3,car,2022-02-17 19:23:55
4779,Road 2,car,2022-02-17 07:06:33
4780,Road 1,car,2022-02-17 23:43:20
4781,Road 2,car,2022-02-17 19:29:02
4782,Road 2,car,2022-02-17 07:16:34
4783,Road 1,cow,2022-02-17 23:45:25
4784,Road 3,person,2022-02-17 12:13:50
4785,Road 3,dog,2022-02-17 04:11:22
4786,Road 1,person,2022-02-17 23:55:44
4787,Road 3,car,2022-02-17 08:01:09
4788,Road 1,car,2022-02-17 22:35:43
4789,Road 3,dog,2022-02-17 08:56:24
4790,Road 2,car,2022-02-17 09:44:55
4791,Road 3,dog,2022-02-17 20:43:00
4792,Road 1,car,2022-02-17 11:59:33
4793,Road 2,car,2022-02-17 09:58:43
4794,Road 1,car,2022-02-17 11:29:24
4795,Road 1,car,2022-02-17 20:36:41
4796,Road 3,car,2022-02-17 19:47:28
4797,Road 3,car,2022-02-17 10:40:15
4798,Road 3,cow,2022-02-17 15:09:16
4799,Road 1,car,2022-02-17 17:26:17
4800,Road 3,car,2022-02-18 19:38:30
4801,Road 1,car,2022-02-18 18:50:14
4802,Road 3,car,2022-02-18 11:16:56
4803,Road 3,car,2022-02-18 18:35:34
4804,Road 1,car,2022-02-18 22:55:47
4805,Road 1,person,2022-02-18 09:26:18
4806,Road 3,person,2022-02-18 02:48:26
4807,Road 1,person,2022-02-18 21:30:33
4808,Road 2,cow,2022-02-18 06:29:49
4809,Road 1,cow,2022-02-18 03:42:36
4810,Road 3,person,2022-02-18 12:45:03
4811,Road 3,person,2022-02-18 22:38:39
4812,Road 1,person,2022-02-18 14:03:19
4813,Road 2,car,2022-02-18 22:27:43
4814,Road 3,car,2022-02-18 06:35:36
4815,Road 2,cow,2022-02-18 11:31:09
4816,Road 2,cow,2022-02-18 07:41:49
4817,Road 3,car,2022-02-18 15:01:54
4818,Road 2,car,2022-02-18 07:41:08
4819,Road 1,cow,2022-02-18 14:34:24
4820,Road 3,car,2022-02-18 10:06:27
4821,Road 2,cow,2022-02-18 10:22:15
4822,Road 2,cow,2022-02-18 03:19:46
4823,Road 3,car,2022-02-18 19:21:00
4824,Road 3,car,2022-02-18 18:07:45
4825,Road 1,dog,2022-02-18 13:32:53
4826,Road 3,car,2022-02-18 07:49:30
4827,Road 3,person,2022-02-18 16:30:19
4828,Road 2,car,2022-02-18 13:21:40
4829,Road 2,cow,2022-02-18 01:55:59
4830,Road 3,cow,2022-02-18 20:00:19
4831,Road 3,car,2022-02-18 06:56:54
4832,Road 3,cow,2022-02-18 22:11:22
4833,Road 1,person,2022-02-18 22:37:41
4834,Road 1,car,2022-02-18 21:06:07
4835,Road 3,car,2022-02-18 12:26:59
4836,Road 2,car,2022-02-18 15:34:59
4837,Road 3,person,2022-02-18 03:44:10
